,tweets,time,likes,no:rt
6338,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:48:03,0,6683
6339,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:47:59,0,6683
6340,"RT @mofifinance: 📣Mofi will now be traded on Hotbit 📣

Hotbit listing announcement: https://t.co/bGwA3jZXcW
Trading function launches at: 2…",2021-04-15 17:47:51,0,270
6341,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:47:45,0,6683
6342,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:47:43,0,6683
6343,"The $BTC price is at $62530.00 right now.
🔴 Compared to the last tweet, the price has dropped by $4.09 (-0.01%).
🔴… https://t.co/3JYQT6tBEv",2021-04-15 17:47:06,0,0
6344,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:47:02,0,6683
6345,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:46:33,0,6683
6346,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:46:31,0,6683
6347,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:46:02,0,6683
6348,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:45:44,0,6683
6349,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:45:20,0,6683
6350,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:44:51,0,6683
6351,"RT @mofifinance: 📣Mofi will now be traded on Hotbit 📣

Hotbit listing announcement: https://t.co/bGwA3jZXcW
Trading function launches at: 2…",2021-04-15 17:44:42,0,270
6352,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-04-15 17:44:21,0,7116
6353,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:44:15,0,6683
6354,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:43:40,0,6683
6355,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:43:31,0,6683
6356,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:43:09,0,6683
6357,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:42:57,0,6683
6358,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:42:06,0,6683
6359,"RT @mofifinance: 📣Mofi will now be traded on Hotbit 📣

Hotbit listing announcement: https://t.co/bGwA3jZXcW
Trading function launches at: 2…",2021-04-15 17:41:43,0,270
6360,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:41:38,0,6683
6361,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:41:38,0,6683
6362,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:41:20,0,6683
6363,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:41:14,0,6683
6364,"RT @Dualmine_com: Denis Devic 15678$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 5th November w…",2021-04-15 17:41:03,0,3
6365,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:40:54,0,6683
6366,"RT @Dualmine_com: Anthony Kelley 15373$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 10th Novemb…",2021-04-15 17:40:48,0,7
6367,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:40:47,0,6683
6368,"RT @Dualmine_com: The-Rajiv Ahmed Prince 17700$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 28t…",2021-04-15 17:40:18,0,3
6369,"RT @Dualmine_com: Jon Snow 19256$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 6th December was:…",2021-04-15 17:40:02,0,6
6370,"RT @DigiFinex: #DigiFinex will list and open trading @SafeBTCOfficial $Safebtc on Apr 15 2021 at 19:00! 

😆 Trading pair: SAFEBTC/USDT

#Sa…",2021-04-15 17:39:58,0,90
6371,"RT @Dualmine_com: François Caron 23444.44$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 24th Dec…",2021-04-15 17:39:44,0,8
6372,"RT @Dualmine_com: Eyt Muammer Akay 29218$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 1st Janua…",2021-04-15 17:39:28,0,4
6373,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:39:17,0,6683
6374,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:39:14,0,6683
6375,"RT @Dualmine_com: Juhann Rossouw 36000$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 6th January…",2021-04-15 17:39:11,0,6
6376,"RT @Dualmine_com: Mina Roufail - 34954,23$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 12th Jan…",2021-04-15 17:39:00,0,9
6377,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:38:57,0,6683
6378,"RT @Dualmine_com: Contest - Guess Bitcoin price ❗️

Guess what Bitcoin price will be on 18th January at 22:00 UTC. You have time to voting…",2021-04-15 17:38:55,0,30
6379,"RT @Dualmine_com: Sylvain Brideau 36248$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 18th Janua…",2021-04-15 17:38:47,0,8
6380,"RT @Dualmine_com: Contest - Guess Bitcoin price!

Guess what Bitcoin price will be on 26th January at 22:00 UTC. You have time to voting un…",2021-04-15 17:38:45,0,14
6381,"RT @Dualmine_com: Patrizia Giaccio - 32145$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 26th Ja…",2021-04-15 17:38:37,0,9
6382,"RT @Dualmine_com: Contest - Guess Bitcoin price!

Guess what Bitcoin price will be on 3rd February at 22:00 UTC. You have time to voting un…",2021-04-15 17:38:34,0,45
6383,"RT @Dualmine_com: Valentin Vajda 37098$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 3rd Februar…",2021-04-15 17:38:32,0,11
6384,"RT @Dualmine_com: Contest - Guess Bitcoin price!

Guess what Bitcoin price will be on 10th February at 22:00 UTC. You have time to voting u…",2021-04-15 17:38:26,0,40
6385,"RT @Dualmine_com: Jc Cristian 45000$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 10th February…",2021-04-15 17:38:21,0,9
6386,"RT @Dualmine_com: Contest - Guess Bitcoin price!

Guess what Bitcoin price will be on 18th February at 22:00 UTC. You have time to voting u…",2021-04-15 17:38:20,0,26
6387,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:38:19,0,6683
6388,"RT @Dualmine_com: Jeronn Cerny Sumatra 52,200$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 18th…",2021-04-15 17:38:11,0,6
6389,"RT @Dualmine_com: Contest - Guess Bitcoin price!

Guess what Bitcoin price will be on 25th February at 22:00 UTC. You have time to voting u…",2021-04-15 17:38:08,0,17
6390,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:38:04,0,6683
6391,"RT @Dualmine_com: Erdogan Sengun 48456$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 25th Februa…",2021-04-15 17:38:02,0,11
6392,"RT @Dualmine_com: 3rd Anniversary Contest - Guess Bitcoin price❗️

Guess what Bitcoin price will be on 4th March at 22:00 UTC. You have tim…",2021-04-15 17:37:56,0,27
6393,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:37:53,0,6683
6394,"RT @Dualmine_com: 3rd Anniversary Contest - Guess Bitcoin price❗️

Guess what Bitcoin price will be on 13th March at 22:00 UTC. You have ti…",2021-04-15 17:37:48,0,27
6395,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:37:47,0,6683
6396,"RT @Dualmine_com: Jovan Tramosljanin 61000$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 13th Ma…",2021-04-15 17:37:36,0,2
6397,"RT @Dualmine_com: 3rd Anniversary Contest - Guess Bitcoin price!

Guess what Bitcoin price will be on 25th March at 22:00 UTC. You have tim…",2021-04-15 17:37:22,0,29
6398,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:37:13,0,6683
6399,"RT @Dualmine_com: Damian Martinez - 52743.60$ - Great shot! Reward 500 gh/s is yours! Congratulations! 🏆

*Bitcoin price at 22:00 UTC 25th…",2021-04-15 17:37:12,0,8
6400,"RT @Dualmine_com: 3rd Anniversary Contest - Guess Bitcoin price!

Guess what Bitcoin price will be on 9th April at 22:00 UTC. You have time…",2021-04-15 17:37:09,0,35
6401,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:37:06,0,6683
6402,RT @Trustee_Wallet: We offer users of the #TrusteeWallet to guess the price of #BTC/USD at the Trustee Wallet rate as of 17/04/21 10:00 UTC…,2021-04-15 17:36:50,0,39
6403,"Half hourly price update (USDT):

• BSV (Bitcoin): $352.00

Dead forks:

• BTC (Blockstream Turd Coin): $62556.10
• BCH (BTrash): $836.40",2021-04-15 17:36:35,1,0
6404,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:36:00,0,6683
6405,"Thu Apr 15 19:35:16 2021 (3:00)
USD : 62,560.14
Wght: 238,677
Blk#: 679,371
Size: 1,386.0
Txs : 2,437
Pool: 54,422 (77.6 MB)
#bitcoin",2021-04-15 17:35:31,0,0
6406,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:35:13,0,6683
6407,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:34:57,0,6683
6408,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:34:35,0,6683
6409,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:34:32,0,6683
6410,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:34:17,0,6683
6411,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:33:49,0,6683
6412,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:33:40,0,6683
6413,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:33:35,0,6683
6414,"RT @mofifinance: 📣Mofi will now be traded on Hotbit 📣

Hotbit listing announcement: https://t.co/bGwA3jZXcW
Trading function launches at: 2…",2021-04-15 17:33:34,0,270
6415,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:33:22,0,6683
6416,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:33:18,0,6683
6417,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:32:58,0,6683
6418,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:32:19,0,6683
6419,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:32:12,0,6683
6420,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:31:34,0,6683
6421,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:31:18,0,6683
6422,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:31:14,0,6683
6423,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:30:21,0,6683
6424,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:30:16,0,6683
6425,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:30:14,0,6683
6426,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:29:33,0,6683
6427,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:29:04,0,6683
6428,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:28:48,0,6683
6429,"RT @mofifinance: 📣Mofi will now be traded on Hotbit 📣

Hotbit listing announcement: https://t.co/bGwA3jZXcW
Trading function launches at: 2…",2021-04-15 17:28:45,0,270
6430,"RT @ISSP_uOttawa: NEW ISSP @uOttawa EVENT!

On Thursday, April 29, at 12:00 PM, the ISSP will host Prof. @MariamHu Faculty Affiliate, ISSP…",2021-04-15 17:28:37,0,2
6431,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:28:05,0,6683
6432,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:28:01,0,6683
6433,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:27:49,0,6683
6434,"@coinbase   Sell $800.00 in Bitcoin and you are charged a ridiculous fee of $12.40 
Competition is coming with much lower fees.",2021-04-15 17:27:44,0,0
6435,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:27:38,0,6683
6436,"Thu Apr 15 19:26:49 2021 (17:00)
USD : 62,523.60
Wght: 238,537
Blk#: 679,368
Size: 1,304.9
Txs : 2,602
Pool: 59,546 (79.1 MB)
#bitcoin",2021-04-15 17:27:29,0,0
6437,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:26:57,0,6683
6438,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:26:57,0,6683
6439,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:26:01,0,6683
6440,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:56,0,6683
6441,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:32,0,6683
6442,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:27,0,6683
6443,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:27,0,6683
6444,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:16,0,6683
6445,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:08,0,6683
6446,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:08,0,6683
6447,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:06,0,6683
6448,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:25:02,0,6683
6449,"RT @mofifinance: 📣Mofi will now be traded on Hotbit 📣

Hotbit listing announcement: https://t.co/bGwA3jZXcW
Trading function launches at: 2…",2021-04-15 17:24:56,0,270
6450,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:56,0,6683
6451,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:50,0,6683
6452,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:49,0,6683
6453,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:42,0,6683
6454,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:30,0,6683
6455,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:24,0,6683
6456,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:11,0,6683
6457,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:24:08,0,6683
6458,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:23:07,0,6683
6459,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #DRYCAKE @DryCakeSwap🚀 🚀 
- Trading pair: DRYCAKE/USDT
- Trading time: 20:00 on Mar 29 (UTC+8…",2021-04-15 17:22:59,0,6683
